"cond","SID","survey_name","item","value"
"self","s401","relevance_self","10_relevance_self","85"
"self","s402","relevance_self","10_relevance_self","91"
"other","s403","relevance_self","10_relevance_self","0"
"other","s406","relevance_self","10_relevance_self","24"
"self","s411","relevance_self","10_relevance_self","35"
"self","s412","relevance_self","10_relevance_self","41"
"self","s414","relevance_self","10_relevance_self","72"
"self","s415","relevance_self","10_relevance_self","24"
"self","s418","relevance_self","10_relevance_self","70"
"self","s419","relevance_self","10_relevance_self","38"
"other","s420","relevance_self","10_relevance_self","90"
"self","s421","relevance_self","10_relevance_self","94"
"self","s422","relevance_self","10_relevance_self","78"
"other","s423","relevance_self","10_relevance_self","63"
"self","s425","relevance_self","10_relevance_self","83"
"self","s432","relevance_self","10_relevance_self","67"
"self","s434","relevance_self","10_relevance_self","24"
"other","s435","relevance_self","10_relevance_self","64"
"other","s436","relevance_self","10_relevance_self","53"
"self","s437","relevance_self","10_relevance_self","61"
"self","s439","relevance_self","10_relevance_self","100"
"other","s442","relevance_self","10_relevance_self","81"
"self","s444","relevance_self","10_relevance_self","83"
"self","s445","relevance_self","10_relevance_self","74"
"self","s446","relevance_self","10_relevance_self","8"
"other","s448","relevance_self","10_relevance_self","100"
"self","s449","relevance_self","10_relevance_self","100"
"self","s450","relevance_self","10_relevance_self","57"
"other","s453","relevance_self","10_relevance_self","23"
"other","s454","relevance_self","10_relevance_self","55"
"self","s456","relevance_self","10_relevance_self","72"
"self","s457","relevance_self","10_relevance_self","21"
"other","s460","relevance_self","10_relevance_self","28"
"other","s462","relevance_self","10_relevance_self","82"
"other","s463","relevance_self","10_relevance_self","84"
"other","s466","relevance_self","10_relevance_self","32"
"other","s467","relevance_self","10_relevance_self","35"
"other","s470","relevance_self","10_relevance_self","50"
"self","s471","relevance_self","10_relevance_self","55"
"other","s473","relevance_self","10_relevance_self","70"
"self","s475","relevance_self","10_relevance_self","76"
"self","s478","relevance_self","10_relevance_self","22"
"other","s479","relevance_self","10_relevance_self","92"
"self","s481","relevance_self","10_relevance_self","54"
"self","s482","relevance_self","10_relevance_self","85"
"self","s483","relevance_self","10_relevance_self","64"
"other","s485","relevance_self","10_relevance_self","44"
"self","s487","relevance_self","10_relevance_self","45"
"other","s488","relevance_self","10_relevance_self","71"
"self","s490","relevance_self","10_relevance_self","56"
"other","s492","relevance_self","10_relevance_self","100"
"self","s493","relevance_self","10_relevance_self","95"
"other","s494","relevance_self","10_relevance_self","68"
"other","s495","relevance_self","10_relevance_self","0"
"self","s496","relevance_self","10_relevance_self","70"
"other","s497","relevance_self","10_relevance_self","85"
"other","s498","relevance_self","10_relevance_self","63"
"self","s499","relevance_self","10_relevance_self","27"
"other","s502","relevance_self","10_relevance_self","73"
"self","s504","relevance_self","10_relevance_self","70"
"other","s505","relevance_self","10_relevance_self","64"
"other","s506","relevance_self","10_relevance_self","79"
"self","s507","relevance_self","10_relevance_self","63"
"self","s512","relevance_self","10_relevance_self","39"
"other","s513","relevance_self","10_relevance_self","1"
"self","s514","relevance_self","10_relevance_self","83"
"self","s515","relevance_self","10_relevance_self","100"
"other","s516","relevance_self","10_relevance_self","43"
"other","s517","relevance_self","10_relevance_self","27"
"self","s520","relevance_self","10_relevance_self","50"
"self","s522","relevance_self","10_relevance_self","44"
"self","s526","relevance_self","10_relevance_self","69"
"self","s527","relevance_self","10_relevance_self","90"
"other","s529","relevance_self","10_relevance_self","50"
"self","s530","relevance_self","10_relevance_self","60"
"other","s531","relevance_self","10_relevance_self","92"
"self","s532","relevance_self","10_relevance_self","81"
"other","s533","relevance_self","10_relevance_self","3"
"self","s535","relevance_self","10_relevance_self","0"
"self","s537","relevance_self","10_relevance_self","100"
"self","s538","relevance_self","10_relevance_self","94"
"other","s540","relevance_self","10_relevance_self","89"
"other","s541","relevance_self","10_relevance_self","0"
"self","s543","relevance_self","10_relevance_self","75"
"self","s544","relevance_self","10_relevance_self","97"
"other","s545","relevance_self","10_relevance_self","100"
"other","s546","relevance_self","10_relevance_self","100"
"other","s547","relevance_self","10_relevance_self","50"
"other","s548","relevance_self","10_relevance_self","71"
"other","s551","relevance_self","10_relevance_self","60"
"other","s552","relevance_self","10_relevance_self","59"
"other","s553","relevance_self","10_relevance_self","60"
"other","s554","relevance_self","10_relevance_self","98"
"self","s555","relevance_self","10_relevance_self","86"
"other","s558","relevance_self","10_relevance_self","10"
"other","s559","relevance_self","10_relevance_self","68"
"self","s561","relevance_self","10_relevance_self","1"
"other","s563","relevance_self","10_relevance_self","77"
"other","s567","relevance_self","10_relevance_self","100"
"self","s568","relevance_self","10_relevance_self","84"
"other","s570","relevance_self","10_relevance_self","45"
"other","s571","relevance_self","10_relevance_self","90"
"self","s572","relevance_self","10_relevance_self","90"
"other","s574","relevance_self","10_relevance_self","4"
"other","s575","relevance_self","10_relevance_self","88"
"self","s576","relevance_self","10_relevance_self","26"
"self","s577","relevance_self","10_relevance_self","57"
"other","s578","relevance_self","10_relevance_self","100"
"other","s581","relevance_self","10_relevance_self","61"
"other","s582","relevance_self","10_relevance_self","60"
"self","s583","relevance_self","10_relevance_self","79"
"self","s584","relevance_self","10_relevance_self","0"
"self","s587","relevance_self","10_relevance_self","100"
"self","s588","relevance_self","10_relevance_self","69"
"self","s589","relevance_self","10_relevance_self","91"
"other","s592","relevance_self","10_relevance_self","0"
"other","s593","relevance_self","10_relevance_self","100"
"other","s594","relevance_self","10_relevance_self","50"
"self","s595","relevance_self","10_relevance_self","100"
"other","s598","relevance_self","10_relevance_self","89"
"other","s599","relevance_self","10_relevance_self","75"
"self","s600","relevance_self","10_relevance_self","8"
"other","s602","relevance_self","10_relevance_self","81"
"other","s606","relevance_self","10_relevance_self","74"
"self","s608","relevance_self","10_relevance_self","100"
"other","s610","relevance_self","10_relevance_self","65"
"other","s613","relevance_self","10_relevance_self","19"
"self","s615","relevance_self","10_relevance_self","1"
"self","s616","relevance_self","10_relevance_self","79"
"other","s618","relevance_self","10_relevance_self","23"
"self","s619","relevance_self","10_relevance_self","90"
"self","s620","relevance_self","10_relevance_self","100"
"self","s621","relevance_self","10_relevance_self","79"
"self","s622","relevance_self","10_relevance_self","53"
"other","s623","relevance_self","10_relevance_self","78"
"self","s624","relevance_self","10_relevance_self","100"
"other","s626","relevance_self","10_relevance_self","24"
"other","s627","relevance_self","10_relevance_self","60"
"self","s628","relevance_self","10_relevance_self","63"
"self","s629","relevance_self","10_relevance_self","99"
"self","s630","relevance_self","10_relevance_self","41"
"other","s631","relevance_self","10_relevance_self","0"
"other","s634","relevance_self","10_relevance_self","97"
"self","s635","relevance_self","10_relevance_self","70"
"self","s636","relevance_self","10_relevance_self","94"
"self","s638","relevance_self","10_relevance_self","77"
"other","s639","relevance_self","10_relevance_self","100"
"self","s640","relevance_self","10_relevance_self","79"
"self","s001","relevance_social","10_relevance_social","95"
"self","s002","relevance_social","10_relevance_social","78"
"other","s003","relevance_social","10_relevance_social","85"
"other","s004","relevance_social","10_relevance_social","68"
"other","s005","relevance_social","10_relevance_social","0"
"other","s008","relevance_social","10_relevance_social","43"
"self","s009","relevance_social","10_relevance_social","67"
"other","s010","relevance_social","10_relevance_social","0"
"other","s012","relevance_social","10_relevance_social","4"
"self","s014","relevance_social","10_relevance_social","89"
"other","s015","relevance_social","10_relevance_social","50"
"other","s017","relevance_social","10_relevance_social","81"
"other","s018","relevance_social","10_relevance_social","42"
"self","s019","relevance_social","10_relevance_social","55"
"self","s020","relevance_social","10_relevance_social","46"
"self","s021","relevance_social","10_relevance_social","100"
"other","s024","relevance_social","10_relevance_social","73"
"other","s025","relevance_social","10_relevance_social","98"
"other","s028","relevance_social","10_relevance_social","86"
"self","s030","relevance_social","10_relevance_social","35"
"other","s031","relevance_social","10_relevance_social","8"
"self","s032","relevance_social","10_relevance_social","99"
"self","s036","relevance_social","10_relevance_social","29"
"other","s037","relevance_social","10_relevance_social","58"
"other","s038","relevance_social","10_relevance_social","52"
"self","s040","relevance_social","10_relevance_social","79"
"other","s041","relevance_social","10_relevance_social","96"
"other","s042","relevance_social","10_relevance_social","94"
"self","s043","relevance_social","10_relevance_social","21"
"other","s045","relevance_social","10_relevance_social","5"
"self","s046","relevance_social","10_relevance_social","79"
"self","s048","relevance_social","10_relevance_social","76"
"other","s049","relevance_social","10_relevance_social","66"
"self","s051","relevance_social","10_relevance_social","89"
"self","s052","relevance_social","10_relevance_social","1"
"other","s053","relevance_social","10_relevance_social","69"
"self","s054","relevance_social","10_relevance_social","68"
"other","s055","relevance_social","10_relevance_social","70"
"self","s056","relevance_social","10_relevance_social","57"
"self","s057","relevance_social","10_relevance_social","99"
"self","s058","relevance_social","10_relevance_social","33"
"other","s062","relevance_social","10_relevance_social","69"
"self","s063","relevance_social","10_relevance_social","100"
"self","s064","relevance_social","10_relevance_social","36"
"other","s065","relevance_social","10_relevance_social","79"
"other","s066","relevance_social","10_relevance_social","84"
"self","s067","relevance_social","10_relevance_social","88"
"other","s068","relevance_social","10_relevance_social","1"
"self","s069","relevance_social","10_relevance_social","65"
"self","s070","relevance_social","10_relevance_social","96"
"other","s072","relevance_social","10_relevance_social","70"
"other","s073","relevance_social","10_relevance_social","64"
"other","s074","relevance_social","10_relevance_social","100"
"other","s075","relevance_social","10_relevance_social","86"
"self","s076","relevance_social","10_relevance_social","100"
"other","s078","relevance_social","10_relevance_social","92"
"other","s079","relevance_social","10_relevance_social","62"
"self","s080","relevance_social","10_relevance_social","56"
"other","s081","relevance_social","10_relevance_social","58"
"self","s082","relevance_social","10_relevance_social","0"
"other","s083","relevance_social","10_relevance_social","85"
"self","s084","relevance_social","10_relevance_social","0"
"other","s085","relevance_social","10_relevance_social","78"
"self","s086","relevance_social","10_relevance_social","66"
"self","s089","relevance_social","10_relevance_social","64"
"other","s090","relevance_social","10_relevance_social","66"
"other","s092","relevance_social","10_relevance_social","50"
"self","s093","relevance_social","10_relevance_social","41"
"self","s095","relevance_social","10_relevance_social","73"
"other","s097","relevance_social","10_relevance_social","78"
"other","s099","relevance_social","10_relevance_social","0"
"other","s100","relevance_social","10_relevance_social","0"
"self","s101","relevance_social","10_relevance_social","82"
"other","s103","relevance_social","10_relevance_social","93"
"self","s104","relevance_social","10_relevance_social","98"
"self","s106","relevance_social","10_relevance_social","75"
"other","s108","relevance_social","10_relevance_social","10"
"other","s110","relevance_social","10_relevance_social","50"
"self","s111","relevance_social","10_relevance_social","20"
"self","s112","relevance_social","10_relevance_social","56"
"self","s113","relevance_social","10_relevance_social","26"
"other","s114","relevance_social","10_relevance_social","79"
"other","s115","relevance_social","10_relevance_social","31"
"other","s116","relevance_social","10_relevance_social","48"
"other","s117","relevance_social","10_relevance_social","69"
"self","s118","relevance_social","10_relevance_social","70"
"self","s119","relevance_social","10_relevance_social","53"
"other","s120","relevance_social","10_relevance_social","53"
"self","s121","relevance_social","10_relevance_social","97"
"other","s122","relevance_social","10_relevance_social","6"
"other","s123","relevance_social","10_relevance_social","77"
"self","s124","relevance_social","10_relevance_social","58"
"other","s125","relevance_social","10_relevance_social","73"
"other","s126","relevance_social","10_relevance_social","81"
"self","s127","relevance_social","10_relevance_social","71"
"self","s130","relevance_social","10_relevance_social","74"
"self","s132","relevance_social","10_relevance_social","0"
"other","s133","relevance_social","10_relevance_social","65"
"other","s134","relevance_social","10_relevance_social","76"
"other","s136","relevance_social","10_relevance_social","76"
"other","s137","relevance_social","10_relevance_social","43"
"other","s139","relevance_social","10_relevance_social","78"
"other","s140","relevance_social","10_relevance_social","44"
"self","s141","relevance_social","10_relevance_social","19"
"self","s143","relevance_social","10_relevance_social","72"
"self","s145","relevance_social","10_relevance_social","48"
"self","s146","relevance_social","10_relevance_social","68"
"self","s147","relevance_social","10_relevance_social","46"
"self","s149","relevance_social","10_relevance_social","95"
"other","s150","relevance_social","10_relevance_social","75"
"self","s151","relevance_social","10_relevance_social","98"
"other","s153","relevance_social","10_relevance_social","1"
"self","s155","relevance_social","10_relevance_social","0"
"other","s156","relevance_social","10_relevance_social","100"
"self","s157","relevance_social","10_relevance_social","78"
"other","s159","relevance_social","10_relevance_social","48"
"self","s160","relevance_social","10_relevance_social","68"
"self","s161","relevance_social","10_relevance_social","70"
"other","s163","relevance_social","10_relevance_social","100"
"other","s166","relevance_social","10_relevance_social","98"
"self","s167","relevance_social","10_relevance_social","0"
"self","s168","relevance_social","10_relevance_social","64"
"other","s170","relevance_social","10_relevance_social","91"
"self","s172","relevance_social","10_relevance_social","1"
"other","s177","relevance_social","10_relevance_social","73"
"self","s178","relevance_social","10_relevance_social","0"
"self","s184","relevance_social","10_relevance_social","68"
"other","s185","relevance_social","10_relevance_social","100"
"self","s186","relevance_social","10_relevance_social","64"
"self","s187","relevance_social","10_relevance_social","69"
"other","s189","relevance_social","10_relevance_social","68"
"other","s191","relevance_social","10_relevance_social","21"
"self","s192","relevance_social","10_relevance_social","86"
"self","s193","relevance_social","10_relevance_social","77"
"self","s194","relevance_social","10_relevance_social","2"
"self","s195","relevance_social","10_relevance_social","59"
"self","s196","relevance_social","10_relevance_social","87"
"other","s197","relevance_social","10_relevance_social","3"
"self","s198","relevance_social","10_relevance_social","98"
"self","s200","relevance_social","10_relevance_social","81"
"other","s201","relevance_social","10_relevance_social","34"
"self","s202","relevance_social","10_relevance_social","86"
"other","s204","relevance_social","10_relevance_social","0"
"other","s205","relevance_social","10_relevance_social","53"
"other","s206","relevance_social","10_relevance_social","86"
"self","s207","relevance_social","10_relevance_social","100"
"self","s208","relevance_social","10_relevance_social","77"
"other","s210","relevance_social","10_relevance_social","70"
"self","s211","relevance_social","10_relevance_social","26"
"self","s212","relevance_social","10_relevance_social","71"
"other","s214","relevance_social","10_relevance_social","89"
"other","s215","relevance_social","10_relevance_social","90"
"other","s216","relevance_social","10_relevance_social","84"
"self","s217","relevance_social","10_relevance_social","30"
"other","s218","relevance_social","10_relevance_social","55"
"self","s219","relevance_social","10_relevance_social","58"
"other","s222","relevance_social","10_relevance_social","58"
"self","s223","relevance_social","10_relevance_social","61"
"self","s224","relevance_social","10_relevance_social","2"
"other","s227","relevance_social","10_relevance_social","95"
"self","s230","relevance_social","10_relevance_social","2"
"self","s234","relevance_social","10_relevance_social","48"
"other","s235","relevance_social","10_relevance_social","89"
"other","s236","relevance_social","10_relevance_social","72"
"self","s237","relevance_social","10_relevance_social","78"
"self","s242","relevance_social","10_relevance_social","55"
"self","s243","relevance_social","10_relevance_social","80"
"other","s246","relevance_social","10_relevance_social","0"
"self","s248","relevance_social","10_relevance_social","59"
"other","s249","relevance_social","10_relevance_social","68"
"self","s250","relevance_social","10_relevance_social","70"
"other","s251","relevance_social","10_relevance_social","38"
"other","s255","relevance_social","10_relevance_social","0"
"other","s257","relevance_social","10_relevance_social","67"
"self","s258","relevance_social","10_relevance_social","100"
"other","s259","relevance_social","10_relevance_social","88"
"self","s260","relevance_social","10_relevance_social","56"
"other","s261","relevance_social","10_relevance_social","52"
"self","s262","relevance_social","10_relevance_social","56"
"other","s265","relevance_social","10_relevance_social","46"
"self","s268","relevance_social","10_relevance_social","100"
"other","s270","relevance_social","10_relevance_social","93"
"self","s273","relevance_social","10_relevance_social","88"
"other","s274","relevance_social","10_relevance_social","61"
"other","s275","relevance_social","10_relevance_social","32"
"self","s276","relevance_social","10_relevance_social","90"
"self","s277","relevance_social","10_relevance_social","95"
"self","s278","relevance_social","10_relevance_social","100"
"other","s279","relevance_social","10_relevance_social","87"
"self","s280","relevance_social","10_relevance_social","74"
"self","s281","relevance_social","10_relevance_social","14"
"other","s283","relevance_social","10_relevance_social","34"
"self","s287","relevance_social","10_relevance_social","97"
"self","s288","relevance_social","10_relevance_social","100"
"other","s292","relevance_social","10_relevance_social","100"
"other","s294","relevance_social","10_relevance_social","89"
"other","s295","relevance_social","10_relevance_social","63"
"self","s297","relevance_social","10_relevance_social","66"
"other","s299","relevance_social","10_relevance_social","100"
"other","s300","relevance_social","10_relevance_social","97"
"self","s301","relevance_social","10_relevance_social","1"
"other","s303","relevance_social","10_relevance_social","82"
"self","s305","relevance_social","10_relevance_social","4"
"other","s307","relevance_social","10_relevance_social","75"
"self","s308","relevance_social","10_relevance_social","88"
"self","s311","relevance_social","10_relevance_social","68"
"self","s313","relevance_social","10_relevance_social","13"
"self","s314","relevance_social","10_relevance_social","59"
"other","s316","relevance_social","10_relevance_social","63"
"self","s318","relevance_social","10_relevance_social","50"
"self","s319","relevance_social","10_relevance_social","81"
"self","s320","relevance_social","10_relevance_social","65"
"self","s321","relevance_social","10_relevance_social","70"
"other","s322","relevance_social","10_relevance_social","89"
"self","s324","relevance_social","10_relevance_social","2"
"other","s326","relevance_social","10_relevance_social","100"
"other","s327","relevance_social","10_relevance_social","80"
"other","s328","relevance_social","10_relevance_social","85"
"other","s329","relevance_social","10_relevance_social","0"
"self","s330","relevance_social","10_relevance_social","64"
"self","s331","relevance_social","10_relevance_social","73"
"other","s335","relevance_social","10_relevance_social","70"
"self","s337","relevance_social","10_relevance_social","64"
"other","s338","relevance_social","10_relevance_social","84"
"other","s344","relevance_social","10_relevance_social","59"
"self","s345","relevance_social","10_relevance_social","9"
"other","s348","relevance_social","10_relevance_social","91"
"other","s349","relevance_social","10_relevance_social","91"
"other","s352","relevance_social","10_relevance_social","93"
"other","s353","relevance_social","10_relevance_social","54"
"self","s358","relevance_social","10_relevance_social","37"
"self","s360","relevance_social","10_relevance_social","87"
"other","s361","relevance_social","10_relevance_social","0"
"other","s363","relevance_social","10_relevance_social","53"
"other","s364","relevance_social","10_relevance_social","43"
"self","s368","relevance_social","10_relevance_social","95"
"self","s371","relevance_social","10_relevance_social","0"
"other","s372","relevance_social","10_relevance_social","75"
"self","s373","relevance_social","10_relevance_social","55"
"self","s375","relevance_social","10_relevance_social","19"
"other","s380","relevance_social","10_relevance_social","88"
"other","s386","relevance_social","10_relevance_social","94"
"self","s387","relevance_social","10_relevance_social","23"
"other","s390","relevance_social","10_relevance_social","89"
"self","s394","relevance_social","10_relevance_social","73"
"other","s395","relevance_social","10_relevance_social","79"
"other","s396","relevance_social","10_relevance_social","100"
"other","s399","relevance_social","10_relevance_social","49"
"other","s400","relevance_social","10_relevance_social","95"
"self","s401","relevance_social","10_relevance_social","74"
"self","s402","relevance_social","10_relevance_social","90"
"other","s403","relevance_social","10_relevance_social","0"
"other","s406","relevance_social","10_relevance_social","91"
"self","s411","relevance_social","10_relevance_social","31"
"self","s412","relevance_social","10_relevance_social","53"
"self","s414","relevance_social","10_relevance_social","57"
"self","s415","relevance_social","10_relevance_social","26"
"self","s418","relevance_social","10_relevance_social","75"
"self","s419","relevance_social","10_relevance_social","29"
"other","s420","relevance_social","10_relevance_social","75"
"self","s421","relevance_social","10_relevance_social","87"
"self","s422","relevance_social","10_relevance_social","78"
"other","s423","relevance_social","10_relevance_social","87"
"self","s425","relevance_social","10_relevance_social","84"
"self","s432","relevance_social","10_relevance_social","67"
"self","s434","relevance_social","10_relevance_social","40"
"other","s435","relevance_social","10_relevance_social","58"
"other","s436","relevance_social","10_relevance_social","51"
"self","s437","relevance_social","10_relevance_social","54"
"self","s439","relevance_social","10_relevance_social","100"
"other","s442","relevance_social","10_relevance_social","69"
"self","s444","relevance_social","10_relevance_social","86"
"self","s445","relevance_social","10_relevance_social","82"
"self","s446","relevance_social","10_relevance_social","9"
"other","s448","relevance_social","10_relevance_social","100"
"self","s449","relevance_social","10_relevance_social","79"
"self","s450","relevance_social","10_relevance_social","61"
"other","s453","relevance_social","10_relevance_social","27"
"other","s454","relevance_social","10_relevance_social","58"
"self","s456","relevance_social","10_relevance_social","79"
"self","s457","relevance_social","10_relevance_social","60"
"other","s460","relevance_social","10_relevance_social","71"
"other","s462","relevance_social","10_relevance_social","73"
"other","s463","relevance_social","10_relevance_social","85"
"other","s466","relevance_social","10_relevance_social","67"
"other","s467","relevance_social","10_relevance_social","54"
"other","s470","relevance_social","10_relevance_social","44"
"self","s471","relevance_social","10_relevance_social","49"
"other","s473","relevance_social","10_relevance_social","72"
"self","s475","relevance_social","10_relevance_social","78"
"self","s478","relevance_social","10_relevance_social","18"
"other","s479","relevance_social","10_relevance_social","89"
"self","s481","relevance_social","10_relevance_social","74"
"self","s482","relevance_social","10_relevance_social","100"
"self","s483","relevance_social","10_relevance_social","66"
"other","s485","relevance_social","10_relevance_social","28"
"self","s487","relevance_social","10_relevance_social","18"
"other","s488","relevance_social","10_relevance_social","72"
"self","s490","relevance_social","10_relevance_social","57"
"other","s492","relevance_social","10_relevance_social","100"
"self","s493","relevance_social","10_relevance_social","83"
"other","s494","relevance_social","10_relevance_social","85"
"other","s495","relevance_social","10_relevance_social","50"
"self","s496","relevance_social","10_relevance_social","70"
"other","s497","relevance_social","10_relevance_social","66"
"other","s498","relevance_social","10_relevance_social","92"
"self","s499","relevance_social","10_relevance_social","48"
"other","s502","relevance_social","10_relevance_social","84"
"self","s504","relevance_social","10_relevance_social","80"
"other","s505","relevance_social","10_relevance_social","65"
"other","s506","relevance_social","10_relevance_social","62"
"self","s507","relevance_social","10_relevance_social","87"
"self","s512","relevance_social","10_relevance_social","37"
"other","s513","relevance_social","10_relevance_social","1"
"self","s514","relevance_social","10_relevance_social","82"
"self","s515","relevance_social","10_relevance_social","100"
"other","s516","relevance_social","10_relevance_social","44"
"other","s517","relevance_social","10_relevance_social","53"
"self","s520","relevance_social","10_relevance_social","79"
"self","s522","relevance_social","10_relevance_social","51"
"self","s526","relevance_social","10_relevance_social","72"
"self","s527","relevance_social","10_relevance_social","83"
"other","s529","relevance_social","10_relevance_social","35"
"self","s530","relevance_social","10_relevance_social","53"
"other","s531","relevance_social","10_relevance_social","95"
"self","s532","relevance_social","10_relevance_social","24"
"other","s533","relevance_social","10_relevance_social","61"
"self","s535","relevance_social","10_relevance_social","0"
"self","s537","relevance_social","10_relevance_social","100"
"self","s538","relevance_social","10_relevance_social","93"
"other","s540","relevance_social","10_relevance_social","89"
"other","s541","relevance_social","10_relevance_social","29"
"self","s543","relevance_social","10_relevance_social","51"
"self","s544","relevance_social","10_relevance_social","99"
"other","s545","relevance_social","10_relevance_social","100"
"other","s546","relevance_social","10_relevance_social","100"
"other","s547","relevance_social","10_relevance_social","42"
"other","s548","relevance_social","10_relevance_social","70"
"other","s551","relevance_social","10_relevance_social","50"
"other","s552","relevance_social","10_relevance_social","71"
"other","s553","relevance_social","10_relevance_social","31"
"other","s554","relevance_social","10_relevance_social","93"
"self","s555","relevance_social","10_relevance_social","55"
"other","s558","relevance_social","10_relevance_social","5"
"other","s559","relevance_social","10_relevance_social","62"
"self","s561","relevance_social","10_relevance_social","1"
"other","s563","relevance_social","10_relevance_social","90"
"other","s567","relevance_social","10_relevance_social","100"
"self","s568","relevance_social","10_relevance_social","85"
"other","s570","relevance_social","10_relevance_social","53"
"other","s571","relevance_social","10_relevance_social","97"
"self","s572","relevance_social","10_relevance_social","51"
"other","s574","relevance_social","10_relevance_social","5"
"other","s575","relevance_social","10_relevance_social","88"
"self","s576","relevance_social","10_relevance_social","66"
"self","s577","relevance_social","10_relevance_social","57"
"other","s578","relevance_social","10_relevance_social","92"
"other","s581","relevance_social","10_relevance_social","34"
"other","s582","relevance_social","10_relevance_social","62"
"self","s583","relevance_social","10_relevance_social","53"
"self","s584","relevance_social","10_relevance_social","100"
"self","s587","relevance_social","10_relevance_social","100"
"self","s588","relevance_social","10_relevance_social","92"
"self","s589","relevance_social","10_relevance_social","97"
"other","s592","relevance_social","10_relevance_social","0"
"other","s593","relevance_social","10_relevance_social","100"
"other","s594","relevance_social","10_relevance_social","61"
"self","s595","relevance_social","10_relevance_social","100"
"other","s598","relevance_social","10_relevance_social","97"
"other","s599","relevance_social","10_relevance_social","85"
"self","s600","relevance_social","10_relevance_social","8"
"other","s602","relevance_social","10_relevance_social","81"
"other","s606","relevance_social","10_relevance_social","66"
"self","s608","relevance_social","10_relevance_social","100"
"other","s610","relevance_social","10_relevance_social","46"
"other","s613","relevance_social","10_relevance_social","48"
"self","s615","relevance_social","10_relevance_social","1"
"self","s616","relevance_social","10_relevance_social","59"
"other","s618","relevance_social","10_relevance_social","5"
"self","s619","relevance_social","10_relevance_social","81"
"self","s620","relevance_social","10_relevance_social","100"
"self","s621","relevance_social","10_relevance_social","87"
"self","s622","relevance_social","10_relevance_social","74"
"other","s623","relevance_social","10_relevance_social","75"
"self","s624","relevance_social","10_relevance_social","100"
"other","s626","relevance_social","10_relevance_social","38"
"other","s627","relevance_social","10_relevance_social","65"
"self","s628","relevance_social","10_relevance_social","72"
"self","s629","relevance_social","10_relevance_social","100"
"self","s630","relevance_social","10_relevance_social","71"
"other","s631","relevance_social","10_relevance_social","0"
"other","s634","relevance_social","10_relevance_social","90"
"self","s635","relevance_social","10_relevance_social","70"
"self","s636","relevance_social","10_relevance_social","94"
"self","s638","relevance_social","10_relevance_social","60"
"other","s639","relevance_social","10_relevance_social","100"
"self","s640","relevance_social","10_relevance_social","100"
"self","s001","stim_order","stim_order","8|4|3|0|9|5|1|2|7|6"
"self","s002","stim_order","stim_order","62|69|63|64|60|66|65|67|68|61"
"other","s003","stim_order","stim_order","72|74|78|71|70|75|76|73|77|79"
"other","s004","stim_order","stim_order","14|10|11|12|17|19|16|13|18|15"
"other","s005","stim_order","stim_order","88|82|80|84|83|81|87|89|86|85"
"other","s008","stim_order","stim_order","89|86|85|82|80|83|87|84|88|81"
"self","s009","stim_order","stim_order","68|61|60|64|67|66|62|63|65|69"
"other","s010","stim_order","stim_order","88|81|87|89|83|82|80|86|84|85"
"other","s012","stim_order","stim_order","109|101|104|102|107|103|100|106|105|108"
"self","s014","stim_order","stim_order","1|9|8|3|4|7|6|2|5|0"
"other","s015","stim_order","stim_order","47|42|41|43|45|48|40|46|44|49"
"other","s017","stim_order","stim_order","80|86|88|85|87|89|81|82|83|84"
"other","s018","stim_order","stim_order","99|97|95|96|92|98|94|90|93|91"
"self","s019","stim_order","stim_order","93|97|99|98|91|96|90|92|94|95"
"self","s020","stim_order","stim_order","82|80|88|87|83|84|89|85|81|86"
"self","s021","stim_order","stim_order","40|49|45|42|43|44|48|41|46|47"
"other","s024","stim_order","stim_order","27|23|24|22|25|29|28|20|21|26"
"other","s025","stim_order","stim_order","100|102|103|109|101|108|106|104|107|105"
"other","s028","stim_order","stim_order","109|100|106|104|105|107|102|108|103|101"
"self","s030","stim_order","stim_order","87|85|89|80|83|82|88|86|84|81"
"other","s031","stim_order","stim_order","49|40|42|43|48|41|45|47|44|46"
"self","s032","stim_order","stim_order","29|27|20|22|26|28|23|25|21|24"
"self","s036","stim_order","stim_order","93|95|92|97|96|98|99|94|91|90"
"other","s037","stim_order","stim_order","89|80|86|83|88|82|85|81|84|87"
"other","s038","stim_order","stim_order","65|68|69|60|66|64|62|61|67|63"
"self","s040","stim_order","stim_order","60|62|69|65|63|66|67|64|68|61"
"other","s041","stim_order","stim_order","51|52|50|56|53|58|55|54|59|57"
"other","s042","stim_order","stim_order","15|17|19|16|13|12|10|14|11|18"
"self","s043","stim_order","stim_order","17|14|16|19|12|11|18|15|13|10"
"other","s045","stim_order","stim_order","74|73|76|79|78|71|75|77|70|72"
"self","s046","stim_order","stim_order","51|57|50|55|54|58|52|56|59|53"
"self","s048","stim_order","stim_order","43|48|49|45|41|46|47|44|42|40"
"other","s049","stim_order","stim_order","94|92|96|98|97|95|91|99|90|93"
"self","s051","stim_order","stim_order","74|75|79|76|78|77|73|72|71|70"
"self","s052","stim_order","stim_order","8|2|6|3|7|5|0|9|4|1"
"other","s053","stim_order","stim_order","93|97|99|94|96|98|90|91|92|95"
"self","s054","stim_order","stim_order","89|82|81|84|88|87|80|85|83|86"
"other","s055","stim_order","stim_order","96|95|92|99|90|91|94|93|97|98"
"self","s056","stim_order","stim_order","105|104|109|103|106|107|100|101|102|108"
